phoneNumber,preferredLanguage,fspName,paymentAmountMultiplier,name,middlename,firstname,gender,birthdate,documentid,headhousehold,males,boys,women,girls,householdsituation,maritalsituation,specialcharacteristics,pregnant,breastfeeding,womendisabled,mendisabled,girlsdisabled,boysdisabled,childrenmalnourished,malnourishedtreatment,whatsappPhoneNumber
08802537598,nl,Intersolve-whatsapp,1,Guzman,Aiden,Lillian,Féminin,30-11-2000,RLGwr,Oui,1,8,7,5,returnee,widowed,elderlycharge,1,4,1,4,9,0,7,Oui,98113180679
96514238322,en,Intersolve-whatsapp,2,Bryant,Nicholas,Randall,Féminin,30-11-2000,BLzoi,Non,6,1,4,7,returnee,seperated,elderlycharge,4,2,6,4,3,0,0,Non,47718615715
06252891925,en,Intersolve-whatsapp,2,Mason,Donald,Blake,Féminin,15-03-1990,iSYFn,Oui,0,0,0,7,displaced,girl,childcharge,0,2,6,1,1,1,6,Non,87008561503
36725880211,nl,Intersolve-whatsapp,1,Schneider,Lucinda,Jose,Masculin ,30-11-2000,BpJoS,Oui,0,3,6,7,autochtoneprivate,seperated,pregnantbrestfeeding,6,6,5,0,0,7,6,Oui,99992471994
14820780357,nl,Intersolve-whatsapp,2,McCormick,Leah,Alexander,Masculin ,30-11-2000,QYWsK,Oui,0,0,0,0,autochtoneprivate,seperated,elderlycharge,8,6,7,7,4,4,6,Oui,49457508815
62719713976,en,Intersolve-whatsapp,2,Klein,Cynthia,Frank,Masculin ,30-11-2000,srmIU,Oui,0,9,2,5,autochtonehost,widowed,olderalone,0,2,8,6,0,8,7,Non,18575295361
50085410206,nl,Intersolve-whatsapp,2,Rodgers,Lee,Isabella,Féminin,15-03-1990,PkmLZ,Non,7,5,4,4,autochtonehost,married,none,7,8,2,4,4,7,0,Non,80497313095
56382178336,en,Intersolve-whatsapp,2,Joseph,Angel,Rachel,Féminin,30-11-2000,olHin,Oui,1,1,4,4,autochtoneprivate,seperated,elderlycharge,1,6,2,2,6,9,4,Non,34702977911
35825632219,nl,Intersolve-whatsapp,2,Strickland,Louisa,Arthur,Masculin ,15-03-1990,GwUZB,Oui,6,8,6,3,autochtoneprivate,abandoned,olderalone,5,4,4,8,0,7,7,Oui,53869676355
90348529638,nl,Intersolve-whatsapp,1,Tate,Ethel,Chase,Masculin ,30-11-2000,MBeCR,Oui,6,1,3,0,displaced,girl,none,6,1,5,1,7,7,9,Non,02115595747
83340669125,nl,Intersolve-whatsapp,1,Horton,Lola,Rosie,Masculin ,30-11-2000,nMvul,Non,2,4,8,3,displaced,divorced,elderlycharge,4,3,6,2,0,2,5,Oui,88979497099
41989830563,nl,Intersolve-whatsapp,1,Wong,Dollie,Jennie,Masculin ,15-03-1990,iWknI,Oui,5,2,4,8,returnee,widowed,pregnantbrestfeeding,1,7,8,3,2,3,1,Non,01376778268
95391971677,nl,Intersolve-whatsapp,1,Joseph,Winnie,Daisy,Féminin,30-11-2000,QtYOx,Non,7,5,2,0,displaced,abandoned,none,3,2,9,4,0,2,9,Oui,61993908223
49374394966,en,Intersolve-whatsapp,2,Becker,Lilly,Troy,Féminin,15-03-1990,QTNpY,Non,6,5,2,4,returnee,abandoned,girlmother,5,6,1,6,6,5,8,Oui,55189586936
07591121694,nl,Intersolve-whatsapp,1,Padilla,Tommy,Florence,Féminin,30-11-2000,PmzCp,Non,6,6,5,1,displaced,divorced,olderalone,8,9,1,7,0,4,0,Non,32400452919
18665431572,en,Intersolve-whatsapp,1,Townsend,Effie,Nellie,Féminin,30-11-2000,wmUmZ,Non,0,4,6,4,autochtonehost,divorced,girlmother,0,5,3,5,2,2,0,Non,86944119615
60569936571,nl,Intersolve-whatsapp,1,McCarthy,Nathan,Bertha,Masculin ,15-03-1990,gteQc,Oui,9,2,1,5,autochtonehost,abandoned,none,3,1,3,1,3,6,8,Non,93622392732
16592481315,en,Intersolve-whatsapp,1,Cohen,Estella,Jerome,Masculin ,15-03-1990,CiVqC,Oui,6,2,0,5,autochtoneprivate,seperated,elderlycharge,3,6,8,0,6,4,8,Oui,40192758483
60000251574,nl,Intersolve-whatsapp,2,Wood,Lily,Elizabeth,Masculin ,30-11-2000,qKKOm,Non,1,5,3,0,autochtoneprivate,married,elderlycharge,7,8,6,3,9,6,9,Oui,79357071296
27438306890,nl,Intersolve-whatsapp,1,Brady,Michael,Dean,Féminin,15-03-1990,hCGiZ,Non,9,0,4,0,autochtonehost,abandoned,olderalone,8,3,9,2,3,1,9,Non,31700048091
57483331191,en,Intersolve-whatsapp,2,McCormick,Marian,Nancy,Masculin ,15-03-1990,AxslF,Oui,1,6,9,1,autochtonehost,abandoned,womancharge,8,7,0,8,7,1,4,Non,47178613504
38623812192,nl,Intersolve-whatsapp,2,Hart,Della,Chester,Féminin,30-11-2000,fikIg,Non,8,3,8,5,returnee,widowed,none,3,4,7,0,5,7,5,Non,91673450287
58510697020,nl,Intersolve-whatsapp,1,Ortiz,Elizabeth,Zachary,Masculin ,15-03-1990,HtxsO,Oui,1,6,7,0,autochtonehost,girl,olderalone,2,8,7,9,9,6,2,Oui,96495879363
52399214936,en,Intersolve-whatsapp,2,Collins,Beatrice,Sophia,Masculin ,15-03-1990,HYrfq,Oui,1,1,8,1,displaced,abandoned,none,5,5,3,5,7,6,5,Non,41910753964
03315346353,en,Intersolve-whatsapp,1,Pope,Henry,Curtis,Féminin,15-03-1990,xlpxo,Oui,4,1,8,8,returnee,widowed,elderlycharge,6,5,8,8,3,8,1,Non,04693402646
00913822127,en,Intersolve-whatsapp,1,Martinez,Carl,Chad,Féminin,30-11-2000,vfeNk,Non,9,0,6,3,autochtoneprivate,married,none,5,7,4,2,4,0,1,Oui,67532246499
37172218330,en,Intersolve-whatsapp,1,Brewer,Bertie,Paul,Féminin,15-03-1990,LWYUW,Non,7,4,0,2,autochtonehost,abandoned,girlmother,7,9,1,7,8,2,3,Non,01669147397
90154220775,en,Intersolve-whatsapp,1,Bowman,Harry,Eliza,Féminin,15-03-1990,EgBJe,Non,5,9,4,7,autochtoneprivate,married,none,5,7,4,0,3,0,3,Oui,56017206397
50462611036,en,Intersolve-whatsapp,1,Miles,Isaiah,Zachary,Féminin,30-11-2000,piBVm,Non,0,1,3,4,returnee,seperated,elderlycharge,6,9,8,6,4,8,4,Oui,11687235712
03777550813,en,Intersolve-whatsapp,1,Underwood,Landon,Robert,Féminin,15-03-1990,nWGgB,Oui,0,4,5,7,returnee,divorced,girlmother,7,3,2,6,2,5,2,Non,03901308333
13848316784,en,Intersolve-whatsapp,2,Russell,George,Tommy,Féminin,15-03-1990,Bujcr,Oui,6,1,0,4,displaced,seperated,childcharge,1,9,6,8,3,2,6,Oui,97863133280
86624207126,en,Intersolve-whatsapp,1,Turner,George,Laura,Masculin ,30-11-2000,zlLAK,Oui,7,6,5,2,displaced,abandoned,none,3,5,5,0,9,3,8,Oui,43685609953
23764624491,nl,Intersolve-whatsapp,2,Cortez,Essie,Elmer,Masculin ,30-11-2000,ObWzY,Non,3,3,9,7,autochtoneprivate,seperated,womancharge,2,5,9,2,1,9,5,Non,89864168974
31941432753,nl,Intersolve-whatsapp,1,Crawford,Anne,Max,Masculin ,15-03-1990,VlkWi,Non,7,5,0,5,autochtonehost,married,none,7,5,3,8,6,7,0,Non,64007988412
23084181568,en,Intersolve-whatsapp,2,Weaver,Rose,Mae,Féminin,30-11-2000,HnMdK,Oui,7,6,9,9,autochtoneprivate,divorced,childcharge,5,4,0,3,9,2,4,Oui,54105981818
67803691598,en,Intersolve-whatsapp,1,Davis,Shane,Jordan,Féminin,30-11-2000,MmYhc,Non,0,3,5,9,autochtoneprivate,girl,elderlycharge,1,9,5,6,2,1,8,Non,29411697541
66970957492,en,Intersolve-whatsapp,1,Strickland,Chad,Etta,Féminin,15-03-1990,wvsqJ,Non,6,9,7,1,displaced,married,womancharge,7,9,4,6,7,1,4,Oui,50861700555
89992216541,en,Intersolve-whatsapp,1,Keller,Francisco,Timothy,Masculin ,15-03-1990,UwTYh,Oui,8,9,8,1,displaced,married,olderalone,8,9,1,5,6,1,5,Oui,92066143178
71683031552,nl,Intersolve-whatsapp,1,Drake,Laura,Maude,Féminin,15-03-1990,ZjQhB,Non,3,1,0,3,autochtonehost,abandoned,olderalone,8,2,6,9,9,1,3,Non,25688443391
91993313336,en,Intersolve-whatsapp,2,Wood,Grace,Trevor,Masculin ,15-03-1990,XjNzx,Non,8,3,9,7,autochtoneprivate,seperated,girlmother,0,2,7,0,0,7,2,Non,91033309406
86033877601,en,Intersolve-whatsapp,2,Pope,Paul,Jennie,Féminin,30-11-2000,WCKrS,Oui,2,6,4,9,autochtonehost,divorced,childcharge,1,8,8,2,3,5,4,Non,54519003540
67768065222,en,Intersolve-whatsapp,1,Kennedy,Marvin,Mark,Masculin ,30-11-2000,lLtcf,Oui,8,3,6,2,displaced,abandoned,elderlycharge,4,5,3,0,0,4,7,Non,40810816256
16817421664,nl,Intersolve-whatsapp,2,Anderson,Elnora,Jon,Féminin,15-03-1990,qHSot,Oui,4,9,0,9,autochtonehost,girl,womancharge,5,0,3,6,0,9,0,Non,69399019277
89440998443,en,Intersolve-whatsapp,1,Wheeler,Marion,Theresa,Féminin,15-03-1990,XinGI,Non,1,2,4,1,displaced,girl,childcharge,1,7,6,0,1,8,9,Oui,89038033433
90022762722,en,Intersolve-whatsapp,2,Bass,Barry,Mitchell,Féminin,30-11-2000,Muhji,Oui,8,7,9,8,displaced,abandoned,childcharge,6,3,4,7,6,9,1,Oui,46779455804
89370422938,en,Intersolve-whatsapp,2,Arnold,Lucas,Charlie,Masculin ,15-03-1990,PqvWB,Oui,9,4,5,1,autochtoneprivate,girl,elderlycharge,2,8,3,9,4,5,3,Oui,44201748936
05250903731,nl,Intersolve-whatsapp,2,Swanson,Eric,Patrick,Masculin ,30-11-2000,ZhWXA,Oui,8,1,0,1,returnee,married,elderlycharge,1,9,7,9,4,5,1,Oui,77751916043
83656072887,nl,Intersolve-whatsapp,2,Stephens,Clifford,Nellie,Masculin ,15-03-1990,TeOxQ,Oui,0,6,3,4,autochtonehost,widowed,olderalone,1,2,5,4,3,3,4,Non,85019762647
40239005838,en,Intersolve-whatsapp,1,Massey,Mildred,Larry,Féminin,15-03-1990,adCNd,Oui,3,7,3,3,autochtoneprivate,married,pregnantbrestfeeding,3,6,0,7,6,4,7,Non,84506281873
60796011814,nl,Intersolve-whatsapp,1,Harper,Andrew,Hester,Féminin,30-11-2000,ldWBl,Oui,5,0,1,7,autochtoneprivate,abandoned,elderlycharge,5,4,2,1,9,5,6,Non,41156499395
91768573683,en,Intersolve-whatsapp,1,Graves,Duane,Don,Masculin ,15-03-1990,BhTkE,Oui,5,7,1,5,returnee,widowed,childcharge,7,9,2,7,0,7,9,Non,33948712477
27914139333,nl,Intersolve-whatsapp,2,Daniels,Dollie,Lewis,Féminin,30-11-2000,UOHMU,Oui,1,2,5,3,returnee,divorced,olderalone,3,3,1,7,1,2,9,Non,93548225753
16149957336,nl,Intersolve-whatsapp,2,Thompson,Hallie,Elijah,Masculin ,30-11-2000,buZII,Non,4,9,2,6,autochtoneprivate,girl,girlmother,9,4,3,9,7,5,2,Non,31961796942
90482915953,en,Intersolve-whatsapp,1,Montgomery,Randy,Philip,Masculin ,15-03-1990,cYUMq,Non,5,1,5,9,returnee,widowed,pregnantbrestfeeding,8,7,8,9,5,1,8,Non,98662692089
51904433423,en,Intersolve-whatsapp,1,Saunders,Agnes,Genevieve,Féminin,15-03-1990,VzIUE,Oui,5,5,4,6,returnee,married,girlmother,2,8,1,1,3,7,8,Non,67491108238
51808025702,en,Intersolve-whatsapp,1,Spencer,Jerome,Robert,Féminin,30-11-2000,aMzEG,Non,5,4,9,7,displaced,married,womancharge,4,3,4,9,4,4,3,Non,65454088388
19306700760,nl,Intersolve-whatsapp,2,Blair,Lottie,Alma,Masculin ,30-11-2000,ybjyQ,Oui,7,0,1,9,returnee,widowed,elderlycharge,2,4,7,8,7,1,8,Non,34972278559
32884397181,nl,Intersolve-whatsapp,2,Patterson,Lucile,Elsie,Masculin ,15-03-1990,eMuwr,Non,1,5,6,6,autochtoneprivate,seperated,elderlycharge,8,6,5,1,6,8,2,Oui,32524283657
02281473767,nl,Intersolve-whatsapp,2,Lee,Rachel,Cecilia,Masculin ,30-11-2000,rtOcg,Non,7,6,6,4,autochtoneprivate,seperated,olderalone,4,5,2,8,8,2,2,Oui,55293171520
62433106510,en,Intersolve-whatsapp,2,May,Ada,Jeffery,Féminin,15-03-1990,BbJSa,Oui,3,7,1,9,autochtoneprivate,divorced,none,1,6,5,9,7,4,6,Oui,09433933286
18239754011,nl,Intersolve-whatsapp,2,Simmons,Nancy,Erik,Féminin,15-03-1990,SfJAd,Non,0,3,7,1,returnee,widowed,girlmother,4,8,0,2,4,1,0,Oui,89218649685
79442293360,nl,Intersolve-whatsapp,1,Perez,Blake,Charlie,Féminin,30-11-2000,KSUHG,Non,2,9,2,3,autochtonehost,divorced,girlmother,1,3,7,9,1,4,7,Oui,49457332182
75186612183,en,Intersolve-whatsapp,1,McDaniel,Marc,Helena,Féminin,15-03-1990,CfUEv,Non,3,7,7,4,returnee,abandoned,none,1,3,5,3,8,3,1,Oui,99203708677
22501332317,nl,Intersolve-whatsapp,1,Larson,Hilda,Philip,Masculin ,30-11-2000,DtQTp,Non,3,0,0,1,autochtonehost,married,pregnantbrestfeeding,3,4,2,2,3,3,1,Oui,68451382506
79806199247,nl,Intersolve-whatsapp,2,Morgan,Jeremy,Hunter,Masculin ,30-11-2000,FUrMF,Non,2,6,3,7,autochtoneprivate,girl,womancharge,5,2,3,4,9,7,8,Non,34102477919
61516077919,nl,Intersolve-whatsapp,2,Lambert,Joel,Blanche,Masculin ,30-11-2000,bUpQu,Non,2,6,2,0,autochtoneprivate,seperated,pregnantbrestfeeding,5,7,2,8,4,0,6,Oui,68208414973
03121402534,nl,Intersolve-whatsapp,2,Simpson,Timothy,Alfred,Féminin,15-03-1990,jNEwg,Oui,5,3,9,6,returnee,divorced,childcharge,4,1,0,2,6,1,0,Non,93008416730
79277876784,en,Intersolve-whatsapp,1,Pope,Clarence,Alvin,Féminin,15-03-1990,RWwYn,Non,6,4,1,4,displaced,divorced,childcharge,4,1,1,6,8,1,2,Oui,08849882110
77934404684,nl,Intersolve-whatsapp,1,Rice,Louis,Ricardo,Féminin,15-03-1990,lNWiR,Oui,8,8,2,4,returnee,widowed,olderalone,8,0,1,8,1,4,8,Non,11183700077
68972850659,en,Intersolve-whatsapp,2,Joseph,Lina,Derek,Féminin,30-11-2000,yaCyM,Non,1,6,5,2,displaced,married,pregnantbrestfeeding,6,4,2,5,4,3,7,Non,91833228943
65571901724,en,Intersolve-whatsapp,2,Alvarez,Alice,Maurice,Féminin,15-03-1990,gVCZM,Non,0,7,2,1,autochtonehost,girl,childcharge,6,6,4,3,0,1,2,Oui,45289001049
06403404892,nl,Intersolve-whatsapp,1,Richardson,Claudia,William,Masculin ,15-03-1990,ZLtsl,Oui,0,4,6,3,returnee,girl,womancharge,0,7,3,0,7,6,3,Non,04247363930
43391443687,nl,Intersolve-whatsapp,1,Hale,Essie,Samuel,Féminin,30-11-2000,FQNXf,Oui,6,0,2,6,autochtoneprivate,seperated,pregnantbrestfeeding,3,4,6,7,6,1,1,Oui,26125014397
87030530062,nl,Intersolve-whatsapp,1,Banks,Joseph,Helen,Féminin,30-11-2000,dOhVS,Non,4,3,7,9,displaced,widowed,womancharge,7,3,8,8,1,5,9,Oui,65674080029
43443078633,nl,Intersolve-whatsapp,1,Castillo,Julian,Lawrence,Masculin ,30-11-2000,TeePI,Non,6,7,7,9,autochtoneprivate,widowed,elderlycharge,5,1,5,1,0,1,1,Oui,87623524412
34510261137,nl,Intersolve-whatsapp,2,Riley,Franklin,Alma,Masculin ,15-03-1990,rgwdP,Oui,2,2,5,4,autochtoneprivate,abandoned,girlmother,2,9,7,3,6,3,9,Non,71081487584
82196054446,nl,Intersolve-whatsapp,1,Kim,Lilly,Erik,Féminin,30-11-2000,ZCSag,Oui,7,2,8,0,returnee,seperated,womancharge,5,4,2,4,9,1,9,Non,13894747430
21999980904,en,Intersolve-whatsapp,2,Hughes,Richard,Nathaniel,Féminin,30-11-2000,Mqscc,Oui,8,7,9,1,autochtoneprivate,widowed,pregnantbrestfeeding,9,0,8,4,5,8,0,Oui,43192310599
59241511272,en,Intersolve-whatsapp,1,Cohen,Theodore,Owen,Masculin ,15-03-1990,KEJqV,Oui,1,8,2,2,autochtoneprivate,seperated,none,3,9,2,2,1,9,6,Non,24808262649
53124606488,nl,Intersolve-whatsapp,1,Bradley,Nicholas,Alan,Féminin,30-11-2000,rXOru,Oui,6,6,8,7,autochtoneprivate,seperated,womancharge,8,6,7,6,5,5,5,Oui,38088609332
67223041340,nl,Intersolve-whatsapp,1,Bishop,Bruce,Frank,Masculin ,15-03-1990,QnCew,Non,1,6,1,2,returnee,widowed,elderlycharge,0,6,5,4,8,9,7,Oui,22765580828
02379405807,en,Intersolve-whatsapp,1,Roy,Winnie,Isabel,Féminin,30-11-2000,ToWpq,Oui,1,6,4,1,autochtonehost,girl,elderlycharge,9,2,5,4,0,6,2,Non,20727588168
14761067684,en,Intersolve-whatsapp,2,Abbott,Edith,Nathan,Féminin,15-03-1990,dYNiw,Non,6,2,5,2,autochtoneprivate,girl,pregnantbrestfeeding,3,9,2,6,3,6,2,Non,29188723813
24538422125,en,Intersolve-whatsapp,1,Moss,Polly,Steven,Féminin,15-03-1990,dxsrR,Oui,9,7,9,7,autochtoneprivate,widowed,girlmother,9,6,9,0,1,5,5,Oui,41069099263
08702681537,en,Intersolve-whatsapp,2,Houston,Francisco,Anne,Féminin,30-11-2000,JTSnt,Non,0,0,1,3,returnee,abandoned,olderalone,3,3,1,7,4,3,3,Non,77634166164
58735352566,en,Intersolve-whatsapp,1,Washington,Catherine,Andre,Masculin ,30-11-2000,LJsvm,Oui,6,5,4,8,returnee,abandoned,pregnantbrestfeeding,3,2,4,6,6,6,8,Non,46258154457
88185715999,en,Intersolve-whatsapp,1,Munoz,Dustin,Elmer,Masculin ,30-11-2000,waZGL,Non,1,9,3,0,returnee,abandoned,girlmother,7,2,0,4,2,1,2,Non,44537138860
04781432251,en,Intersolve-whatsapp,2,Powers,Donald,Theresa,Féminin,30-11-2000,PKANA,Oui,7,5,5,4,autochtoneprivate,divorced,womancharge,7,2,1,5,7,5,3,Non,54831118485
40898744440,nl,Intersolve-whatsapp,2,Guerrero,Lucas,Nell,Féminin,15-03-1990,pGFRO,Non,2,1,4,3,autochtonehost,widowed,womancharge,0,9,6,4,0,7,3,Oui,24412395728
60865602072,nl,Intersolve-whatsapp,1,Malone,Winifred,Myrtle,Masculin ,30-11-2000,AboLP,Non,1,5,7,2,autochtonehost,widowed,childcharge,1,9,1,2,1,1,8,Non,01218127155
45641231799,en,Intersolve-whatsapp,1,Marsh,Dorothy,Amelia,Masculin ,30-11-2000,urvjS,Oui,3,2,3,8,autochtonehost,married,pregnantbrestfeeding,9,2,9,0,3,0,0,Non,27504009706
25193078869,nl,Intersolve-whatsapp,2,Moss,Arthur,Katharine,Féminin,30-11-2000,RjDJr,Non,1,6,3,7,displaced,abandoned,pregnantbrestfeeding,0,7,6,4,4,5,1,Non,00333446954
17797157539,en,Intersolve-whatsapp,1,Moody,Lucile,Jesus,Masculin ,15-03-1990,Kdklo,Oui,6,9,0,6,displaced,seperated,olderalone,1,7,5,5,3,9,2,Oui,55678237359
16320838527,en,Intersolve-whatsapp,1,Thornton,Minnie,Lela,Féminin,15-03-1990,MRJDJ,Non,0,0,5,2,returnee,girl,none,9,5,7,9,7,4,9,Non,83002206300
12853945020,nl,Intersolve-whatsapp,1,Tucker,Martha,Seth,Masculin ,30-11-2000,xwtVV,Non,9,4,1,5,autochtoneprivate,girl,girlmother,2,2,2,2,1,6,2,Non,49056348254
21160501725,nl,Intersolve-whatsapp,1,Butler,Lenora,Isaac,Féminin,15-03-1990,qwAlq,Oui,8,0,7,2,displaced,married,girlmother,6,5,1,5,8,4,2,Oui,00046399950
58281701451,en,Intersolve-whatsapp,2,Wilkins,Isaac,Anne,Masculin ,30-11-2000,gSSwX,Oui,8,9,9,8,returnee,divorced,elderlycharge,0,3,9,3,9,9,5,Non,48948551948
72560615772,en,Intersolve-whatsapp,1,McGee,Martin,Alex,Féminin,30-11-2000,oequK,Oui,0,1,7,7,autochtoneprivate,widowed,womancharge,9,2,6,5,7,4,8,Non,46552359069
47834211511,en,Intersolve-whatsapp,2,Stanley,Matilda,Benjamin,Masculin ,15-03-1990,hcoOf,Oui,1,2,5,0,displaced,seperated,none,1,7,5,8,2,2,0,Non,78262136971
17818369866,en,Intersolve-whatsapp,2,Moreno,Rosalie,Edith,Féminin,30-11-2000,MBQkw,Non,1,4,8,1,autochtoneprivate,widowed,olderalone,0,9,9,5,3,6,5,Oui,14023026231
14384548110,nl,Intersolve-whatsapp,1,Rodriguez,Betty,Alejandro,Féminin,30-11-2000,peBOW,Non,1,5,1,5,displaced,girl,girlmother,0,6,7,6,7,0,3,Oui,63602040420
17222016335,nl,Intersolve-whatsapp,1,Green,Bryan,Caleb,Féminin,30-11-2000,ZaLWN,Non,6,3,6,7,autochtonehost,married,womancharge,8,9,6,1,3,1,0,Non,59503038964
09440188617,nl,Intersolve-whatsapp,1,Wilson,Annie,Richard,Masculin ,30-11-2000,zJLvZ,Non,0,2,0,9,returnee,widowed,girlmother,2,1,8,7,6,0,7,Oui,92506563194
35694404512,en,Intersolve-whatsapp,2,Hampton,Lucile,Edwin,Féminin,15-03-1990,SQzSr,Oui,4,0,8,4,returnee,married,elderlycharge,7,3,1,5,2,1,1,Non,11951986383
16490218253,en,Intersolve-whatsapp,1,Tucker,Clayton,Benjamin,Masculin ,30-11-2000,bBOCS,Non,0,2,8,8,autochtoneprivate,abandoned,girlmother,7,4,1,6,0,9,3,Non,23717521564
30100006787,nl,Intersolve-whatsapp,2,Martin,Mamie,Francis,Féminin,15-03-1990,NEgcv,Oui,4,7,2,1,returnee,married,none,2,0,1,2,7,4,1,Non,52345550704
76498197987,en,Intersolve-whatsapp,2,Park,Adam,Callie,Féminin,15-03-1990,zElOg,Oui,7,4,0,7,displaced,seperated,none,2,7,8,0,0,5,2,Oui,56181222119
27734992250,en,Intersolve-whatsapp,2,Daniels,Melvin,Lizzie,Féminin,30-11-2000,MUIgo,Non,1,1,7,4,autochtoneprivate,seperated,womancharge,1,7,3,7,1,6,2,Non,96858515049
47541928809,nl,Intersolve-whatsapp,2,Mullins,Cody,Julian,Masculin ,15-03-1990,EKuQH,Oui,5,4,9,8,returnee,abandoned,pregnantbrestfeeding,2,3,6,9,4,5,9,Oui,94226700758
43329895054,en,Intersolve-whatsapp,1,Cobb,Emily,Eugene,Masculin ,30-11-2000,XZQtU,Oui,1,1,0,8,autochtoneprivate,widowed,elderlycharge,9,6,9,1,7,0,2,Non,78986424931
55978503190,en,Intersolve-whatsapp,2,Saunders,Nettie,Paul,Féminin,30-11-2000,loNyH,Non,6,4,7,1,autochtoneprivate,girl,womancharge,9,4,1,0,0,1,8,Non,80615993952
44567709883,en,Intersolve-whatsapp,1,Arnold,Allie,Aaron,Masculin ,30-11-2000,akLPU,Oui,9,9,5,1,displaced,divorced,womancharge,2,1,5,2,4,0,3,Non,89472185548
31685766327,nl,Intersolve-whatsapp,2,Buchanan,Mayme,Marion,Masculin ,15-03-1990,pZdvl,Oui,7,2,4,9,displaced,widowed,womancharge,7,8,7,7,4,3,5,Oui,97162366051
42148808660,nl,Intersolve-whatsapp,2,McKinney,Randy,Albert,Féminin,30-11-2000,IRuzc,Non,2,0,0,6,autochtonehost,married,womancharge,8,5,8,1,7,3,2,Oui,50930748528
62458549681,en,Intersolve-whatsapp,2,Santiago,Theresa,Ella,Féminin,30-11-2000,XEVwv,Non,0,8,4,3,displaced,abandoned,none,8,5,1,6,5,9,4,Oui,62336485605
23022608841,nl,Intersolve-whatsapp,1,Soto,Clarence,Victoria,Masculin ,30-11-2000,VKUrZ,Non,7,2,5,9,returnee,widowed,childcharge,3,1,9,7,2,4,8,Non,03536821938
50157303728,nl,Intersolve-whatsapp,2,Evans,Elizabeth,Lee,Masculin ,30-11-2000,ibsec,Oui,5,5,2,8,autochtonehost,widowed,womancharge,6,9,2,5,7,0,3,Oui,08766366059
70253697599,en,Intersolve-whatsapp,2,Glover,Jeanette,Leonard,Masculin ,30-11-2000,bVjdi,Oui,9,1,1,7,displaced,seperated,girlmother,8,7,7,1,0,0,1,Oui,35228224738
00931466399,nl,Intersolve-whatsapp,2,Yates,Charlotte,Annie,Féminin,30-11-2000,Yahuw,Oui,6,3,0,1,returnee,seperated,olderalone,2,3,1,7,6,5,2,Non,85434196625
18750218696,nl,Intersolve-whatsapp,2,Clark,Flora,Nannie,Féminin,15-03-1990,YIkxA,Oui,2,3,2,7,autochtonehost,girl,pregnantbrestfeeding,5,3,7,8,5,8,3,Non,11083305919
05360663644,nl,Intersolve-whatsapp,1,Rogers,Vincent,Mason,Féminin,15-03-1990,yjIAB,Non,6,6,7,0,autochtoneprivate,seperated,elderlycharge,7,0,2,0,5,8,2,Non,41367279130
18245873021,nl,Intersolve-whatsapp,2,Lawson,Violet,Eugene,Masculin ,30-11-2000,mYKHH,Non,2,8,9,8,returnee,seperated,none,5,5,1,9,6,7,5,Non,03550302945
43440121377,nl,Intersolve-whatsapp,2,George,Cameron,Garrett,Féminin,15-03-1990,vLkmq,Oui,2,4,0,8,autochtonehost,seperated,childcharge,3,7,8,0,7,3,6,Oui,45569704152
15000519919,en,Intersolve-whatsapp,1,Baker,Bettie,Eugene,Féminin,15-03-1990,skaKG,Oui,7,2,5,6,autochtoneprivate,married,none,4,5,0,9,8,6,6,Oui,31564316826
50126122160,en,Intersolve-whatsapp,1,Shelton,Lelia,Jeffrey,Masculin ,15-03-1990,WDpfT,Non,6,9,4,1,autochtoneprivate,seperated,womancharge,9,5,4,4,6,8,0,Non,67163535591
46505602647,en,Intersolve-whatsapp,1,Burton,Adeline,Alta,Féminin,30-11-2000,oRVrl,Non,2,0,8,0,displaced,divorced,womancharge,8,5,5,8,6,6,2,Non,19328157516
09293600989,nl,Intersolve-whatsapp,1,Moody,Inez,Alan,Masculin ,30-11-2000,Lfsko,Oui,6,9,4,6,returnee,married,pregnantbrestfeeding,0,6,4,9,7,4,7,Oui,18686372344
29894276780,en,Intersolve-whatsapp,2,Douglas,Ruby,Blanche,Masculin ,30-11-2000,PSsMa,Oui,4,3,8,3,displaced,divorced,elderlycharge,7,3,4,0,6,6,8,Oui,05266223316
59154182540,nl,Intersolve-whatsapp,1,Swanson,Wesley,Derrick,Féminin,30-11-2000,XoqHf,Oui,6,5,0,2,autochtoneprivate,married,pregnantbrestfeeding,5,9,3,0,7,2,1,Oui,80374287876
94872503079,nl,Intersolve-whatsapp,1,Jacobs,Ricardo,Mamie,Masculin ,15-03-1990,pDNrp,Oui,8,1,1,7,autochtoneprivate,girl,womancharge,6,3,9,8,0,6,0,Non,20354018500
47478464971,nl,Intersolve-whatsapp,2,Luna,Sally,Jayden,Masculin ,30-11-2000,jksxo,Oui,2,8,6,6,returnee,girl,elderlycharge,2,4,0,1,9,2,6,Non,10860194985
83611949217,en,Intersolve-whatsapp,1,Mathis,Wayne,Bruce,Féminin,15-03-1990,cCeEG,Non,5,6,6,4,autochtoneprivate,married,girlmother,1,3,2,8,1,3,0,Non,04249328044
80706774783,en,Intersolve-whatsapp,2,Carson,Lewis,Brett,Masculin ,30-11-2000,bkhnw,Oui,9,0,3,8,autochtonehost,widowed,childcharge,0,0,5,5,5,7,8,Non,21257571322
