projectFspConfigurationName;phoneNumber;preferredLanguage;maxPayments;scope;age;gender;fullName;village;howManyOver65;howManyChronic;howManyDisabilities;howManyPregnantLactating;howManyUnder5;howManyWidows;sum;totalHHSize;nationalId
Excel;254583328643;en;2;turkana.turkana-north;87;female;Erin Warner;Nariemet;1;1;1;1;0;0;4;5;46361787
Excel;254210400107;en;2;kisumu;44;female;Elizabeth Hall;Manyatta;0;0;1;1;0;1;3;6;35848226
Excel;254614279763;en;2;kisumu.kisumu-central;56;female;Emily Newton;Nyamasaria;1;0;0;0;0;1;2;4;34850391
Excel;254838778721;en;2;kisumu.kisumu-west;68;female;Cheryl Rodgers;Kisian;1;1;0;0;0;1;3;4;47111151
Excel;254334764283;en;2;kisumu.kisumu-east;64;female;Misty Bray;Kondele;1;0;1;0;0;0;2;5;80415568
Excel;254634599388;en;2;kisumu;29;female;Linda Hooper;Nyalenda;0;0;0;0;1;0;1;3;36054020
Excel;254877874230;en;2;turkana.turkana-north;62;male;Edward Ward;Nakwamekwi;1;0;0;1;0;0;2;3;50569669
Excel;254878167094;en;2;kisumu.kisumu-central;18;male;Adrian Ferguson;Nyamasaria;1;0;1;1;0;1;4;5;46817443
Excel;254932374746;en;2;turkana.turkana-north;73;female;Amber Brown;Nakwamekwi;0;0;1;0;0;0;1;3;49209916
Excel;254129912096;en;2;kisumu.kisumu-east;47;male;Michael Martinez;Kajulu;0;0;0;1;0;0;1;3;75884623
Excel;254298576420;en;2;kisumu;45;female;Ashley Smith;Manyatta;0;0;1;1;0;0;2;4;48163378
Excel;254157240223;en;2;kisumu;81;male;John Alexander;Nyalenda;0;0;0;0;0;0;0;3;34744872
Excel;254866466535;en;2;kisumu.kisumu-west;29;male;Vincent King;Kisian;0;0;0;0;0;0;0;2;74119726
Excel;254164211711;en;2;turkana;88;male;Brian Jones;Lodwar;0;0;0;0;0;0;0;1;76001106
Excel;254949446873;en;2;kisumu;70;male;Benjamin Soto;Obunga;1;0;0;1;0;0;2;5;17195288
Excel;254259167719;en;2;turkana.turkana-north;56;male;Christian Shepherd;Nariemet;1;0;0;1;0;0;2;5;50780112
Excel;254323843961;en;2;kisumu.kisumu-central;53;male;Bradley Wright;Nyamasaria;0;0;0;0;0;0;0;2;84903294
Excel;254964341516;en;2;turkana;79;male;Phillip Obrien;Lodwar;0;0;0;0;1;0;1;4;93002706
Excel;254288403779;en;2;turkana;39;female;Courtney Mills;Lokichar;0;0;0;0;0;1;1;2;70467027
Excel;254284421044;en;2;turkana;87;female;Susan Evans;Lokichar;1;0;0;0;0;1;2;4;88990506
Excel;254933758847;en;2;turkana.turkana-north;48;female;Wanda Torres;Nakwamekwi;0;0;0;1;0;0;1;4;93352876
Excel;254125041412;en;2;turkana;19;male;Antonio Choi;Kakuma;0;0;1;0;0;1;2;5;23318904
Excel;254179772971;en;2;turkana;55;female;Theresa Clark;Lodwar;0;1;0;1;0;0;2;3;38323322
Excel;254713028308;en;2;turkana;27;female;Deborah Miller;Kakuma;0;0;0;1;0;1;2;3;42194159
Excel;254998090149;en;2;turkana;68;female;Carrie Jones;Lodwar;0;0;1;0;0;1;2;3;10359129
Excel;254563076706;en;2;kisumu;66;male;Jason Norris;Manyatta;0;0;0;1;0;1;2;5;73070585
Excel;254343162843;en;2;kisumu;39;female;Doris Hall;Obunga;1;0;0;1;0;1;3;4;47945817
Excel;254387242191;en;2;turkana.turkana-north;38;female;Michele Gibson;Nariemet;1;0;0;1;0;1;3;4;41329612
Excel;254278333287;en;2;turkana;44;male;Thomas French;Kakuma;1;1;1;0;0;0;3;5;93893865
Excel;254972572198;en;2;kisumu;67;female;Leah Lara;Manyatta;0;1;1;0;0;0;2;4;36550845
Excel;254513967014;en;2;kisumu.kisumu-east;39;male;Jeffery Stephens;Kajulu;0;0;1;0;1;0;2;4;96924061
Excel;254518328291;en;2;turkana.turkana-north;82;female;Brittany Baker;Nariemet;0;0;1;0;1;0;2;4;29090631
Excel;254832748743;en;2;kisumu;31;female;Andrea Martin;Nyalenda;0;0;0;0;0;0;0;2;51286958
Excel;254116825237;en;2;kisumu.kisumu-east;69;female;Linda Holloway;Kajulu;0;1;0;0;1;0;2;5;48736657
Excel;254573866979;en;2;kisumu;84;female;Jessica Harrison;Nyalenda;1;1;0;1;0;1;4;6;50814428
Excel;254695802075;en;2;kisumu.kisumu-central;54;male;Michael Bender;Milimani;0;0;0;0;0;0;0;2;77172238
Excel;254934856606;en;2;kisumu.kisumu-central;49;male;Joshua Kim;Milimani;0;0;0;1;0;0;1;4;90267122
Excel;254863372385;en;2;kisumu.kisumu-west;19;female;Amanda Reynolds;Kisian;0;0;0;0;0;0;0;3;53261270
Excel;254430419833;en;2;kisumu.kisumu-east;33;female;Lindsey Johnson;Kajulu;0;0;0;0;0;0;0;2;40725714
Excel;254170688637;en;2;turkana.turkana-north;73;male;Vernon Huff;Nakwamekwi;0;1;0;0;1;0;2;4;87201917
Excel;254344714825;en;2;turkana;30;female;Laurie Smith;Lodwar;0;0;1;1;0;1;3;4;46173157
Excel;254649026911;en;2;turkana.turkana-north;24;female;Laura Hines;Nakwamekwi;0;1;0;0;0;1;2;5;33513701
Excel;254492320904;en;2;turkana;37;male;John Pearson;Lodwar;1;1;0;1;0;1;4;5;47333543
Excel;254352943368;en;2;kisumu.kisumu-west;36;male;Christopher Richards;Kisian;0;1;1;0;1;1;4;6;95199362
Excel;254221453454;en;2;kisumu.kisumu-west;40;female;Robin Costa;Otonglo;0;0;0;0;0;0;0;2;73083727
Excel;254325785945;en;2;kisumu.kisumu-central;86;female;Hannah Cook;Nyamasaria;1;0;0;1;1;0;3;5;99943797
Excel;254792165715;en;2;kisumu.kisumu-central;77;female;Ashley Martin;Nyamasaria;0;1;0;0;1;0;2;3;65250068
Excel;254193549265;en;2;kisumu.kisumu-west;51;female;Melissa Roberts;Kisian;1;0;0;0;0;0;1;3;63747791
Excel;254145217980;en;2;kisumu.kisumu-central;48;male;Robert Pierce;Milimani;1;0;0;1;0;1;3;5;71045700
Excel;254614864598;en;2;turkana.turkana-north;76;male;Brandon King;Nariemet;1;1;0;0;0;0;2;4;25558733
Excel;254878593499;en;2;kisumu.kisumu-central;62;male;Wayne Powell;Nyamasaria;0;0;0;1;0;0;1;2;79067939
Excel;254599064494;en;2;turkana;20;male;Roger Smith;Lodwar;0;0;0;0;1;0;1;4;82825679
Excel;254860075373;en;2;kisumu.kisumu-east;76;male;Joel Brown;Kondele;0;0;0;1;1;0;2;3;79583757
Excel;254444333350;en;2;kisumu.kisumu-east;88;female;Heidi Avila;Kondele;0;0;0;0;0;0;0;2;93940940
Excel;254376420898;en;2;kisumu;55;male;Jeremy Williams;Obunga;0;0;0;1;0;1;2;3;45843681
Excel;254340351084;en;2;turkana;35;female;Kirsten Pennington;Lokichar;0;0;0;1;1;0;2;4;68802946
Excel;254530897880;en;2;turkana.turkana-north;32;male;Stanley Washington;Nariemet;0;0;1;0;1;0;2;3;13874790
Excel;254244215077;en;2;kisumu.kisumu-west;70;female;Valerie Lynch;Kisian;1;0;1;0;0;0;2;4;42117961
Excel;254413197182;en;2;kisumu.kisumu-central;26;male;Michael Collins;Milimani;1;0;1;0;0;0;2;4;11835355
Excel;254537843165;en;2;turkana;86;male;Juan Davis;Kakuma;0;0;0;1;0;0;1;4;25228493
Excel;254658019078;en;2;kisumu.kisumu-east;88;female;Julia Wilson;Kajulu;0;0;0;0;0;1;1;4;30665654
Excel;254955447279;en;2;turkana;82;male;Jonathan Moran;Lokichar;0;1;0;1;0;1;3;4;78299645
Excel;254488359929;en;2;kisumu;57;female;Michele Perry;Nyalenda;0;0;1;0;0;1;2;4;74759996
Excel;254270284303;en;2;kisumu;47;female;Veronica Sanchez;Manyatta;0;0;1;0;0;0;1;3;83989546
Excel;254157734058;en;2;turkana.turkana-north;51;female;Brianna Lee;Nariemet;0;0;0;0;1;0;1;2;90447099
Excel;254815723240;en;2;turkana;34;male;Jordan Suarez;Kakuma;1;1;0;0;0;0;2;5;19369750
Excel;254791776270;en;2;kisumu.kisumu-east;68;male;Donald Tyler;Kajulu;0;0;0;0;0;1;1;3;65692629
Excel;254254451862;en;2;turkana;71;female;Gina French;Lodwar;1;0;0;0;0;0;1;4;45859307
Excel;254440059540;en;2;kisumu.kisumu-west;77;male;Robert Campbell;Otonglo;0;0;1;1;1;1;4;6;50071487
Excel;254535381684;en;2;turkana.turkana-north;74;female;Sara Carpenter;Nakwamekwi;1;0;1;1;0;0;3;4;98575748
Excel;254381139855;en;2;kisumu;89;male;John Hernandez;Obunga;1;0;1;0;1;0;3;4;82287061
Excel;254399063767;en;2;kisumu.kisumu-west;57;male;John Cook;Otonglo;0;0;0;0;0;0;0;2;82937948
Excel;254878133763;en;2;kisumu.kisumu-east;61;male;James Cantu;Kajulu;0;0;0;0;0;0;0;2;35320492
Excel;254304775454;en;2;kisumu;22;male;William Allen;Nyalenda;1;1;1;1;1;1;6;7;61401477
Excel;254477187159;en;2;kisumu;21;male;David Rowe;Obunga;0;0;0;0;0;0;0;2;15858241
Excel;254416601616;en;2;turkana.turkana-north;88;female;Emily Kennedy;Nariemet;0;0;1;0;0;1;2;4;61167978
Excel;254140642958;en;2;turkana;37;female;Jasmin Alvarado;Kakuma;0;1;0;0;1;0;2;5;97512508
Excel;254548133066;en;2;turkana;84;male;William Simpson;Lokichar;0;1;0;0;0;1;2;3;14968688
Excel;254800090565;en;2;kisumu;32;male;Cameron Sanford;Obunga;1;1;0;0;0;0;2;5;54559574
Excel;254358894829;en;2;turkana;23;male;Sergio Sawyer;Lokichar;0;0;0;0;0;0;0;1;69096899
Excel;254240784144;en;2;turkana.turkana-north;72;female;Ariana Lozano;Nariemet;1;0;0;0;1;0;2;3;12059919
Excel;254371694799;en;2;kisumu.kisumu-west;67;female;Miranda Ortiz;Otonglo;0;0;1;0;0;1;2;3;97883261
Excel;254574781805;en;2;turkana.turkana-north;23;female;Tracy Jones;Nakwamekwi;1;0;0;1;0;0;2;5;45570755
Excel;254436698829;en;2;turkana.turkana-north;78;male;George Schwartz;Nariemet;0;0;0;1;0;0;1;4;97219599
Excel;254897669546;en;2;turkana.turkana-north;19;female;Angela Murphy;Nakwamekwi;0;0;0;1;1;0;2;3;81621574
Excel;254258800637;en;2;kisumu.kisumu-east;76;female;Jamie Stewart;Kajulu;0;1;0;0;0;0;1;4;75491202
Excel;254141687139;en;2;turkana;55;male;Shane Johnson;Kakuma;1;0;0;1;0;0;2;5;19183277
Excel;254301792836;en;2;kisumu.kisumu-east;68;male;David Cohen;Kondele;0;0;0;0;1;0;1;2;48571356
Excel;254742814762;en;2;turkana.turkana-north;52;male;Zachary Francis;Nariemet;0;0;0;0;0;1;1;3;68246664
Excel;254644105056;en;2;kisumu.kisumu-west;44;female;Veronica Hodges;Otonglo;0;0;0;1;0;0;1;4;23489853
Excel;254444490784;en;2;turkana;40;male;Jeremy Benson;Kakuma;0;0;1;1;0;1;3;5;13885234
Excel;254850890906;en;2;kisumu;47;female;Amber Flynn;Nyalenda;0;0;0;0;0;0;0;1;49375156
Excel;254272027101;en;2;kisumu.kisumu-central;36;female;Heather Jordan;Milimani;0;0;1;1;1;1;4;6;42775624
Excel;254588941799;en;2;kisumu.kisumu-west;39;female;Kim Knight;Otonglo;1;0;0;1;0;0;2;4;34166826
Excel;254800914102;en;2;turkana;86;female;Carolyn Miller;Lodwar;0;0;0;0;1;0;1;4;61344226
Excel;254787155594;en;2;kisumu.kisumu-central;53;female;Lisa Allen;Milimani;0;0;0;1;0;0;1;2;88270025
Excel;254246872253;en;2;kisumu;36;male;Charles Murray;Nyalenda;0;0;1;1;0;0;2;3;44088261
Excel;254980248044;en;2;kisumu.kisumu-east;60;male;Joe Estrada;Kondele;1;0;1;1;0;0;3;6;72445234
Excel;254585195282;en;2;turkana;27;female;Stephanie Byrd;Kakuma;1;0;0;0;0;0;1;4;31203129
Excel;254387956169;en;2;kisumu.kisumu-west;61;male;Benjamin Landry;Kisian;0;0;0;0;0;0;0;2;88862539
Excel;254702310410;en;2;kisumu.kisumu-central;44;male;Edwin Hayden;Nyamasaria;0;0;0;0;0;0;0;1;43567615
Excel;254713546544;en;2;kisumu.kisumu-central;52;female;Joyce Turner;Milimani;1;1;0;1;0;0;3;5;61632653
Excel;254124082431;en;2;turkana.turkana-north;74;male;Samuel Rodriguez;Nakwamekwi;0;0;0;0;0;1;1;3;61185849
Excel;254850036679;en;2;kisumu.kisumu-central;28;male;Kenneth Andrews;Milimani;0;1;1;0;0;0;2;4;49625201
Excel;254695590403;en;2;kisumu.kisumu-west;86;male;Alex Greer;Kisian;0;0;0;0;0;0;0;3;63124147
Excel;254306706154;en;2;turkana.turkana-north;51;female;Denise Knight;Nakwamekwi;0;0;1;0;1;0;2;3;16582607
Excel;254382011517;en;2;turkana.turkana-north;46;female;Susan Mcgee;Nakwamekwi;0;0;0;1;1;1;3;4;48412328
Excel;254823818455;en;2;kisumu;53;male;Reginald Hall;Nyalenda;1;0;1;0;1;1;4;5;57287718
Excel;254708232064;en;2;kisumu.kisumu-central;33;male;Daniel Lee;Milimani;0;1;0;0;0;1;2;3;43638559
Excel;254451612920;en;2;kisumu.kisumu-central;25;female;Megan Le;Nyamasaria;0;0;1;1;0;0;2;3;98473848
Excel;254166039678;en;2;turkana;52;female;Melanie Taylor;Lodwar;0;1;0;1;1;1;4;6;23041121
Excel;254331315958;en;2;turkana;63;male;Steven Lucas;Lodwar;0;1;0;1;0;1;3;4;51464269
Excel;254239020117;en;2;turkana;82;male;Richard Johnson;Kakuma;1;1;1;0;0;1;4;7;58970845
Excel;254120199086;en;2;kisumu.kisumu-east;51;male;Nicholas Davis;Kondele;0;0;1;0;1;0;2;4;49609054
Excel;254421527273;en;2;kisumu;47;male;Gabriel Perry;Manyatta;0;1;0;0;0;0;1;2;36950221
Excel;254959316894;en;2;kisumu.kisumu-central;75;female;Bonnie Ryan;Nyamasaria;0;0;0;0;1;1;2;5;59104566
Excel;254652756952;en;2;turkana;21;female;Kiara Mcintyre;Lodwar;0;1;0;0;0;1;2;3;32084778
Excel;254787683673;en;2;turkana;36;female;Dawn Summers;Lodwar;0;0;0;1;0;1;2;5;74672520
Excel;254786499126;en;2;kisumu.kisumu-east;56;male;Walter Phillips;Kondele;1;0;0;0;1;0;2;4;55461591
Excel;254499958462;en;2;kisumu;84;female;Regina Mcdonald;Manyatta;1;1;0;0;0;0;2;5;20106509
Excel;254495899521;en;2;turkana;54;male;Charles Levy;Lodwar;1;0;1;0;0;1;3;5;63339667
Excel;254612634057;en;2;kisumu;38;female;Tracy Ballard;Nyalenda;0;1;0;0;0;1;2;3;59093496
Excel;254210168072;en;2;kisumu.kisumu-west;48;female;Ann Foster;Kisian;0;1;1;0;1;0;3;4;45495029
Excel;254876422727;en;2;kisumu.kisumu-east;64;male;Joshua Gibson;Kondele;1;1;1;1;1;1;6;7;45186708
Excel;254548328659;en;2;kisumu;60;male;Kevin Carson;Manyatta;0;0;0;0;0;0;0;3;59858348
Excel;254385582918;en;2;kisumu.kisumu-central;44;male;Brian Hall;Milimani;0;1;1;0;1;0;3;6;13358751
Excel;254450849479;en;2;kisumu;30;male;Manuel Hahn;Nyalenda;0;1;1;0;0;0;2;4;54024257
Excel;254675745084;en;2;kisumu.kisumu-west;54;male;Thomas Walker;Otonglo;1;0;1;1;0;0;3;5;18484847
Excel;254883179422;en;2;kisumu.kisumu-west;18;male;Mark Marshall;Otonglo;0;0;1;0;1;1;3;5;50559278
Excel;254788036706;en;2;turkana;84;female;Marie Wilson;Kakuma;0;0;0;0;0;1;1;3;16086345
Excel;254471302337;en;2;kisumu.kisumu-east;48;male;Tracy Torres;Kondele;1;1;0;0;1;0;3;5;76118957
Excel;254181734031;en;2;kisumu.kisumu-west;61;female;Audrey Young;Otonglo;0;0;0;1;0;1;2;3;82148284
Excel;254527981149;en;2;kisumu.kisumu-west;26;male;Chad Chavez;Otonglo;0;0;1;0;0;1;2;3;99991136
Excel;254490398522;en;2;turkana;70;female;Tiffany Horton;Lokichar;0;0;1;1;1;0;3;5;82503409
Excel;254639689209;en;2;kisumu.kisumu-central;19;female;Jennifer Newton;Nyamasaria;0;1;0;0;0;0;1;2;30739712
Excel;254165080466;en;2;kisumu.kisumu-west;21;male;Stephen Pena;Otonglo;0;0;0;0;0;0;0;1;75679047
Excel;254525112836;en;2;kisumu;21;male;Luis Crosby;Nyalenda;1;0;0;0;0;1;2;3;47546086
Excel;254638348935;en;2;turkana.turkana-north;40;male;Andrew Wood;Nariemet;1;0;1;1;0;0;3;6;69509870
Excel;254406043977;en;2;turkana;23;female;Jill Young;Lokichar;1;0;0;1;0;1;3;6;58678896
Excel;254833620410;en;2;turkana;29;female;Ariana Jennings;Lodwar;1;1;0;1;1;0;4;6;83076970
Excel;254612570168;en;2;turkana;65;female;Stephanie Newman;Lodwar;0;0;0;1;0;1;2;5;18126895
Excel;254752856667;en;2;turkana;71;male;James Lopez;Lokichar;0;0;0;1;0;0;1;3;26395999
Excel;254177576371;en;2;kisumu;89;male;Travis Holloway;Obunga;1;0;0;1;0;0;2;3;22304198
Excel;254815382536;en;2;turkana.turkana-north;88;female;Mary May;Nariemet;1;1;1;1;1;0;5;7;90147573
Excel;254811212494;en;2;kisumu.kisumu-central;18;male;Wesley Williams;Milimani;0;0;0;0;0;0;0;2;54762841
Excel;254596857817;en;2;turkana;44;female;Dana Martinez;Kakuma;0;0;1;0;1;1;3;6;85776373
Excel;254683143668;en;2;kisumu.kisumu-east;82;female;Christine Gallegos;Kondele;0;0;0;0;0;1;1;3;84384510
Excel;254486648395;en;2;kisumu.kisumu-west;75;female;Christine Robinson;Kisian;0;0;0;1;0;1;2;5;41272553
Excel;254867613053;en;2;kisumu.kisumu-central;74;female;Erin Hernandez;Nyamasaria;1;1;1;0;0;1;4;5;89991301
Excel;254454108629;en;2;kisumu;38;male;Aaron Garrison;Nyalenda;0;1;1;0;0;0;2;5;29419691
Excel;254735738856;en;2;turkana;39;male;William Fernandez;Lodwar;0;0;1;0;1;1;3;6;33420607
Excel;254731288338;en;2;turkana.turkana-north;79;male;Brian Delacruz;Nariemet;0;1;1;0;1;0;3;4;27690330
Excel;254534708472;en;2;turkana.turkana-north;25;male;Adrian Tyler;Nakwamekwi;0;0;0;0;1;1;2;5;41934639
Excel;254750467386;en;2;kisumu.kisumu-east;51;male;Kevin Smith;Kondele;1;0;1;0;1;1;4;6;45617024
Excel;254351101472;en;2;kisumu;21;female;Amy Harmon;Manyatta;0;1;1;0;0;1;3;6;80610004
Excel;254194675685;en;2;kisumu.kisumu-central;68;female;Ashley Brown;Milimani;0;0;1;1;1;0;3;6;70166480
Excel;254730187613;en;2;kisumu.kisumu-central;34;female;Paula Palmer;Nyamasaria;0;1;0;0;0;1;2;4;24636981
Excel;254798060430;en;2;kisumu;22;female;Jodi Walker;Nyalenda;0;0;1;1;1;1;4;5;92558242
Excel;254930453958;en;2;turkana.turkana-north;87;male;Andrew Logan;Nakwamekwi;0;0;0;0;1;0;1;2;98436473
Excel;254378914628;en;2;kisumu.kisumu-central;76;male;Joseph Ellis;Milimani;0;0;0;0;0;0;0;2;14180968
Excel;254930198994;en;2;kisumu.kisumu-central;75;male;Antonio Mendoza;Milimani;0;0;0;0;1;1;2;5;63904155
Excel;254298867360;en;2;kisumu.kisumu-east;39;female;Jessica Rodriguez;Kajulu;0;1;0;0;1;0;2;3;69533928
Excel;254460919384;en;2;turkana;42;female;Angel Miller;Lokichar;0;0;0;1;0;1;2;3;91644298
Excel;254671622457;en;2;turkana;25;male;Charles Martinez;Lodwar;1;0;0;0;0;0;1;4;93794475
Excel;254644575417;en;2;turkana;33;male;Mark Kelley;Lokichar;0;1;0;0;1;0;2;5;53645651
Excel;254521845124;en;2;turkana;22;male;James Harper;Kakuma;1;0;1;1;0;1;4;5;49580505
Excel;254358615939;en;2;turkana;59;female;Jody Jacobs;Lodwar;0;1;1;0;1;1;4;5;23311507
Excel;254998835649;en;2;kisumu.kisumu-west;32;female;Rebecca Wilson;Kisian;0;1;0;0;1;1;3;6;97874085
Excel;254925854325;en;2;kisumu.kisumu-east;90;female;Marilyn Mack;Kajulu;1;1;0;1;1;0;4;7;38859907
Excel;254256188353;en;2;turkana;62;male;Jeffrey Beasley;Kakuma;1;0;0;0;1;0;2;4;65541117
Excel;254632735486;en;2;kisumu;21;female;Gina Chavez;Manyatta;1;0;1;0;1;0;3;4;65833185
Excel;254126166898;en;2;turkana;38;male;Nicholas Edwards;Kakuma;1;1;1;0;1;0;4;5;51946203
Excel;254682086519;en;2;kisumu.kisumu-central;85;female;Mary Brooks;Nyamasaria;0;0;0;1;0;0;1;3;30486849
Excel;254425817640;en;2;kisumu.kisumu-central;22;male;Michael Wells;Nyamasaria;0;1;0;0;1;1;3;5;22243983
Excel;254750069381;en;2;turkana.turkana-north;65;male;Ronald Davis;Nakwamekwi;0;0;0;0;1;1;2;5;22960658
Excel;254350131505;en;2;turkana;56;female;Natasha Watson;Lokichar;0;0;0;0;1;1;2;5;27463800
Excel;254891301343;en;2;turkana;77;male;Justin Willis;Kakuma;1;0;0;1;0;1;3;4;85374852
Excel;254190673412;en;2;turkana.turkana-north;87;female;Kristina Santiago;Nariemet;0;1;0;0;1;0;2;4;65137801
Excel;254519745999;en;2;turkana.turkana-north;59;male;Hayden Ortega;Nakwamekwi;0;0;1;1;0;0;2;4;66765623
Excel;254722822571;en;2;turkana;51;male;Sean Griffith;Lokichar;0;1;0;0;0;0;1;4;48604965
Excel;254518493918;en;2;turkana.turkana-north;69;male;Kyle Bell;Nariemet;0;0;0;1;0;1;2;3;87566910
Excel;254886381834;en;2;kisumu;55;male;Jordan Moore;Manyatta;0;0;1;0;0;0;1;3;74718365
Excel;254266846001;en;2;kisumu.kisumu-west;27;female;Courtney Rodriguez;Kisian;0;0;1;1;0;0;2;4;84660688
Excel;254620867527;en;2;kisumu.kisumu-west;84;male;Jacob Farmer;Kisian;0;0;1;0;0;0;1;4;87054398
Excel;254474141615;en;2;turkana;19;male;Darrell Patterson;Lokichar;0;0;0;1;1;1;3;6;85291541
Excel;254722684138;en;2;kisumu.kisumu-central;70;female;Vanessa Cardenas;Nyamasaria;1;1;1;0;0;0;3;6;92352411
Excel;254479612454;en;2;kisumu.kisumu-west;31;female;Megan Hawkins;Kisian;1;0;1;0;1;1;4;7;91737913
Excel;254395856846;en;2;turkana.turkana-north;68;female;Tanya Gallegos;Nakwamekwi;0;0;0;1;1;1;3;6;45896226
Excel;254783026033;en;2;kisumu.kisumu-east;32;female;Alyssa Nelson;Kondele;1;0;0;0;0;0;1;4;51471222
Excel;254582548035;en;2;kisumu.kisumu-east;20;female;Tammy Bell;Kajulu;0;0;0;0;0;0;0;1;34347841
Excel;254543066987;en;2;kisumu.kisumu-east;83;male;Sergio Knight;Kajulu;1;0;0;0;1;0;2;4;63792364
Excel;254491933868;en;2;turkana;22;male;Benjamin Figueroa;Lokichar;1;1;1;0;0;1;4;6;14114726
Excel;254313727167;en;2;turkana;50;male;Brandon Moreno;Lodwar;0;0;1;0;1;1;3;5;60491958
Excel;254620197660;en;2;kisumu.kisumu-west;33;female;Jennifer Peterson;Otonglo;1;0;1;0;0;0;2;4;59667685
Excel;254646696139;en;2;kisumu;19;male;Eric Nguyen;Manyatta;0;1;1;0;1;0;3;4;86181117
Excel;254646313055;en;2;kisumu;51;female;Linda Ware;Obunga;0;0;0;1;0;0;1;4;30881581
Excel;254352831298;en;2;kisumu.kisumu-east;52;male;Christopher Williamson;Kondele;1;0;0;0;0;0;1;2;20949687
Excel;254365387560;en;2;kisumu;51;male;Dillon Stanley;Manyatta;0;0;1;1;1;1;4;7;75184410
Excel;254804676349;en;2;kisumu.kisumu-west;81;male;Lawrence Perry;Otonglo;0;0;0;0;0;0;0;1;38933176
Excel;254248056716;en;2;turkana;62;male;Paul Wilson;Kakuma;1;0;1;0;1;1;4;7;67702031
Excel;254903323796;en;2;kisumu;90;female;Ashley Gregory;Obunga;0;0;1;0;1;0;2;5;89609131
Excel;254782548193;en;2;turkana;50;male;John Estrada;Lodwar;0;0;0;1;0;0;1;3;16095815
Excel;254113079134;en;2;kisumu;58;male;Daniel Joyce;Nyalenda;1;1;0;0;1;0;3;4;17352710
Excel;254682812303;en;2;kisumu;73;female;Aimee Turner;Obunga;0;1;1;0;0;1;3;6;38351344
Excel;254467011509;en;2;kisumu;46;female;Pamela Duran;Obunga;0;0;0;0;0;1;1;3;48848936
Excel;254239661795;en;2;turkana.turkana-north;25;male;Garrett Smith;Nariemet;1;1;0;0;1;1;4;6;67801537
Excel;254496126266;en;2;turkana;64;male;Christopher James;Lokichar;0;0;0;1;0;1;2;5;40884937
Excel;254286756098;en;2;kisumu.kisumu-east;58;female;Kathryn Whitaker;Kajulu;1;0;0;1;1;0;3;5;57535513
Excel;254178685417;en;2;turkana.turkana-north;52;female;Andrea Hensley;Nariemet;1;1;0;0;0;0;2;3;15677713
Excel;254442423674;en;2;kisumu.kisumu-west;84;female;Jessica Stevens;Kisian;0;0;0;0;1;0;1;2;20450542
Excel;254211957462;en;2;kisumu.kisumu-central;34;female;Shannon Johnston;Milimani;0;0;0;0;1;1;2;3;86960402
Excel;254914751020;en;2;kisumu.kisumu-east;19;male;Jared Bowman;Kajulu;0;0;0;0;0;0;0;1;48858073
Excel;254514559707;en;2;turkana;71;female;Ashley Smith;Lokichar;1;0;0;1;0;0;2;4;53589647
Excel;254229006853;en;2;kisumu;48;male;Christopher Meza;Nyalenda;1;0;0;0;1;0;2;3;71753160
Excel;254474218945;en;2;kisumu.kisumu-east;39;female;Sandra Gillespie;Kondele;0;0;1;1;0;1;3;5;21828592
Excel;254229344526;en;2;kisumu.kisumu-west;37;female;Jessica Rodriguez;Kisian;1;0;1;1;1;0;4;7;68475513
Excel;254870112432;en;2;kisumu.kisumu-west;38;female;Leah Warren;Kisian;1;1;1;0;1;1;5;6;63118906
Excel;254615769059;en;2;kisumu.kisumu-west;29;female;Sheila Reese;Otonglo;0;0;0;0;0;1;1;4;39738898
Excel;254143477116;en;2;kisumu;48;male;Gary Jackson;Manyatta;0;1;0;0;0;0;1;2;78515906
Excel;254418629584;en;2;kisumu.kisumu-east;71;male;Mark Schmidt;Kondele;0;0;0;0;1;1;2;4;36025314
Excel;254259515646;en;2;kisumu.kisumu-central;65;male;Taylor Bailey;Milimani;0;1;1;1;1;1;5;7;96629889
Excel;254871504806;en;2;kisumu.kisumu-west;74;female;Robin Young;Otonglo;0;1;0;0;0;0;1;4;29655410
Excel;254791820700;en;2;turkana;42;male;David Thompson;Kakuma;1;0;0;0;0;1;2;5;30517835
Excel;254163252386;en;2;kisumu.kisumu-west;19;male;Philip Rios;Kisian;0;1;0;0;0;0;1;4;33776150
Excel;254497874711;en;2;turkana.turkana-north;80;female;Tiffany Burton;Nariemet;0;0;0;1;1;0;2;3;72270726
Excel;254524662356;en;2;turkana;48;male;Paul Wolf;Lodwar;0;0;1;1;0;0;2;3;70251043
Excel;254294345982;en;2;kisumu;73;male;Michael Macias;Obunga;0;1;0;1;1;1;4;5;96300902
Excel;254336718163;en;2;kisumu.kisumu-east;36;male;Mark Weber;Kondele;0;1;0;0;0;1;2;3;94183695
Excel;254476754381;en;2;kisumu.kisumu-east;29;male;Eugene Gonzales;Kajulu;0;0;0;0;0;1;1;2;72937522
Excel;254161981802;en;2;kisumu.kisumu-west;63;male;Jeremy Turner;Kisian;1;0;0;0;0;1;2;4;46866075
Excel;254641097367;en;2;turkana.turkana-north;75;female;Leslie Bell;Nariemet;0;0;0;1;0;0;1;4;19957701
Excel;254738388408;en;2;turkana.turkana-north;83;female;Emily Hayes;Nariemet;0;1;0;0;0;1;2;5;17635653
